,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
2884,0.395,https://api.spotify.com/v1/audio-analysis/6MULDG2yBJQEYjRkHUj8us,0.443,209827.0,0.673,6MULDG2yBJQEYjRkHUj8us,0.041,0.0,0.082,-7.019,1.0,0.0344,140.435,4.0,https://api.spotify.com/v1/tracks/6MULDG2yBJQEYjRkHUj8us,audio_features,spotify:track:6MULDG2yBJQEYjRkHUj8us,0.195
2885,0.33,https://api.spotify.com/v1/audio-analysis/3J0LPxNu5vttSeaHItj9Nl,0.479,232920.0,0.779,3J0LPxNu5vttSeaHItj9Nl,0.132,7.0,0.246,-8.25,1.0,0.0635,132.041,4.0,https://api.spotify.com/v1/tracks/3J0LPxNu5vttSeaHItj9Nl,audio_features,spotify:track:3J0LPxNu5vttSeaHItj9Nl,0.224
2886,0.156,https://api.spotify.com/v1/audio-analysis/2k53YqQ4SbWaX4P0nx0hVh,0.486,235240.0,0.726,2k53YqQ4SbWaX4P0nx0hVh,0.0107,0.0,0.154,-5.732,1.0,0.0401,135.027,4.0,https://api.spotify.com/v1/tracks/2k53YqQ4SbWaX4P0nx0hVh,audio_features,spotify:track:2k53YqQ4SbWaX4P0nx0hVh,0.357
2887,0.103,https://api.spotify.com/v1/audio-analysis/1lfWoACwUERf6KtQ5mRHiR,0.327,179720.0,0.868,1lfWoACwUERf6KtQ5mRHiR,0.00625,4.0,0.398,-5.242,1.0,0.0446,182.859,4.0,https://api.spotify.com/v1/tracks/1lfWoACwUERf6KtQ5mRHiR,audio_features,spotify:track:1lfWoACwUERf6KtQ5mRHiR,0.515
2888,0.293,https://api.spotify.com/v1/audio-analysis/2pbRV1bayKfT58XSeqI5Ai,0.457,235147.0,0.736,2pbRV1bayKfT58XSeqI5Ai,0.32,2.0,0.37,-8.173,1.0,0.0325,84.974,4.0,https://api.spotify.com/v1/tracks/2pbRV1bayKfT58XSeqI5Ai,audio_features,spotify:track:2pbRV1bayKfT58XSeqI5Ai,0.468
2889,0.278,https://api.spotify.com/v1/audio-analysis/36yC3VWsbicWNT3WGXS4ln,0.384,233373.0,0.338,36yC3VWsbicWNT3WGXS4ln,0.258,2.0,0.0887,-11.103,1.0,0.0343,75.971,4.0,https://api.spotify.com/v1/tracks/36yC3VWsbicWNT3WGXS4ln,audio_features,spotify:track:36yC3VWsbicWNT3WGXS4ln,0.114
2890,0.202,https://api.spotify.com/v1/audio-analysis/7xkb1Mnvb3zzRgfOiz10We,0.444,300693.0,0.75,7xkb1Mnvb3zzRgfOiz10We,0.15,0.0,0.094,-5.872,1.0,0.0343,87.601,4.0,https://api.spotify.com/v1/tracks/7xkb1Mnvb3zzRgfOiz10We,audio_features,spotify:track:7xkb1Mnvb3zzRgfOiz10We,0.0973
2891,0.76,https://api.spotify.com/v1/audio-analysis/5c3y7l9Xu6BFIVf5xRhUrt,0.578,202853.0,0.336,5c3y7l9Xu6BFIVf5xRhUrt,4.6e-05,1.0,0.145,-11.119,1.0,0.0293,138.915,4.0,https://api.spotify.com/v1/tracks/5c3y7l9Xu6BFIVf5xRhUrt,audio_features,spotify:track:5c3y7l9Xu6BFIVf5xRhUrt,0.118
2892,0.912,https://api.spotify.com/v1/audio-analysis/6xSKExKUBlfRxJdrjpf9lV,0.336,190680.0,0.325,6xSKExKUBlfRxJdrjpf9lV,0.134,0.0,0.112,-14.022,1.0,0.0324,110.484,5.0,https://api.spotify.com/v1/tracks/6xSKExKUBlfRxJdrjpf9lV,audio_features,spotify:track:6xSKExKUBlfRxJdrjpf9lV,0.0794
2893,0.387,https://api.spotify.com/v1/audio-analysis/2UUO1cKnA2h0YEDaEltohO,0.619,198400.0,0.608,2UUO1cKnA2h0YEDaEltohO,0.0802,7.0,0.138,-8.26,1.0,0.0282,114.836,4.0,https://api.spotify.com/v1/tracks/2UUO1cKnA2h0YEDaEltohO,audio_features,spotify:track:2UUO1cKnA2h0YEDaEltohO,0.452
2894,0.695,https://api.spotify.com/v1/audio-analysis/27ZyLW3TpxfHqwJLfoVUJt,0.459,222840.0,0.393,27ZyLW3TpxfHqwJLfoVUJt,0.0245,6.0,0.129,-11.225,1.0,0.0385,133.918,3.0,https://api.spotify.com/v1/tracks/27ZyLW3TpxfHqwJLfoVUJt,audio_features,spotify:track:27ZyLW3TpxfHqwJLfoVUJt,0.1
2895,0.628,https://api.spotify.com/v1/audio-analysis/5E6VidlnFqvmJu3SZmaaqq,0.754,231747.0,0.877,5E6VidlnFqvmJu3SZmaaqq,0.0189,4.0,0.0708,-6.204,0.0,0.0403,101.081,4.0,https://api.spotify.com/v1/tracks/5E6VidlnFqvmJu3SZmaaqq,audio_features,spotify:track:5E6VidlnFqvmJu3SZmaaqq,0.439
2896,0.331,https://api.spotify.com/v1/audio-analysis/0bZDQlvx2oS1NiUZZ1aXGu,0.554,237453.0,0.956,0bZDQlvx2oS1NiUZZ1aXGu,0.929,0.0,0.563,-6.45,1.0,0.0327,145.46,4.0,https://api.spotify.com/v1/tracks/0bZDQlvx2oS1NiUZZ1aXGu,audio_features,spotify:track:0bZDQlvx2oS1NiUZZ1aXGu,0.955
2897,0.2,https://api.spotify.com/v1/audio-analysis/3iyYmoZMI4o0xW0nCLwAT3,0.455,255880.0,0.757,3iyYmoZMI4o0xW0nCLwAT3,0.487,6.0,0.308,-3.867,0.0,0.0301,109.824,4.0,https://api.spotify.com/v1/tracks/3iyYmoZMI4o0xW0nCLwAT3,audio_features,spotify:track:3iyYmoZMI4o0xW0nCLwAT3,0.524
2898,0.0502,https://api.spotify.com/v1/audio-analysis/03esnE5CZwxCLie5NedKRo,0.443,105000.0,0.768,03esnE5CZwxCLie5NedKRo,0.0962,8.0,0.342,-5.849,1.0,0.0311,126.407,3.0,https://api.spotify.com/v1/tracks/03esnE5CZwxCLie5NedKRo,audio_features,spotify:track:03esnE5CZwxCLie5NedKRo,0.717
2899,0.0656,https://api.spotify.com/v1/audio-analysis/6ueKoWHXKBwsnhFjTORjHl,0.543,108667.0,0.875,6ueKoWHXKBwsnhFjTORjHl,0.000282,9.0,0.17,-6.309,0.0,0.0406,150.681,1.0,https://api.spotify.com/v1/tracks/6ueKoWHXKBwsnhFjTORjHl,audio_features,spotify:track:6ueKoWHXKBwsnhFjTORjHl,0.859
2900,0.00307,https://api.spotify.com/v1/audio-analysis/3xdjI4AdnT93n9z7rIe7Tg,0.583,181373.0,0.841,3xdjI4AdnT93n9z7rIe7Tg,0.628,9.0,0.299,-3.907,0.0,0.0306,120.486,3.0,https://api.spotify.com/v1/tracks/3xdjI4AdnT93n9z7rIe7Tg,audio_features,spotify:track:3xdjI4AdnT93n9z7rIe7Tg,0.711
2901,0.0722,https://api.spotify.com/v1/audio-analysis/1bUdQCDuvzb1OBmBfqGqaF,0.474,123960.0,0.861,1bUdQCDuvzb1OBmBfqGqaF,0.0822,2.0,0.0897,-4.735,1.0,0.0471,154.814,4.0,https://api.spotify.com/v1/tracks/1bUdQCDuvzb1OBmBfqGqaF,audio_features,spotify:track:1bUdQCDuvzb1OBmBfqGqaF,0.578
2902,0.804,https://api.spotify.com/v1/audio-analysis/2zyXkd7RFLgYyvgsQk9bzi,0.525,218867.0,0.331,2zyXkd7RFLgYyvgsQk9bzi,0.65,7.0,0.183,-14.344,1.0,0.0292,101.061,4.0,https://api.spotify.com/v1/tracks/2zyXkd7RFLgYyvgsQk9bzi,audio_features,spotify:track:2zyXkd7RFLgYyvgsQk9bzi,0.289
2903,0.253,https://api.spotify.com/v1/audio-analysis/1NdJo2IKt1NkVxAQNfZh47,0.548,384267.0,0.717,1NdJo2IKt1NkVxAQNfZh47,0.134,2.0,0.0759,-4.675,1.0,0.0384,130.356,4.0,https://api.spotify.com/v1/tracks/1NdJo2IKt1NkVxAQNfZh47,audio_features,spotify:track:1NdJo2IKt1NkVxAQNfZh47,0.707
2904,0.0225,https://api.spotify.com/v1/audio-analysis/7qPK7huRsW7uBsQFTLWZk8,0.592,206333.0,0.8,7qPK7huRsW7uBsQFTLWZk8,6.79e-05,7.0,0.166,-6.086,1.0,0.0286,138.761,4.0,https://api.spotify.com/v1/tracks/7qPK7huRsW7uBsQFTLWZk8,audio_features,spotify:track:7qPK7huRsW7uBsQFTLWZk8,0.839
2905,0.39,https://api.spotify.com/v1/audio-analysis/3bPlFZUQ1gY0jhRCTJrrWS,0.705,167533.0,0.685,3bPlFZUQ1gY0jhRCTJrrWS,0.0103,0.0,0.0518,-5.903,1.0,0.0281,113.191,4.0,https://api.spotify.com/v1/tracks/3bPlFZUQ1gY0jhRCTJrrWS,audio_features,spotify:track:3bPlFZUQ1gY0jhRCTJrrWS,0.594
2906,0.0026,https://api.spotify.com/v1/audio-analysis/5zLaH3gC26RVIa38eHRoFp,0.314,185800.0,0.784,5zLaH3gC26RVIa38eHRoFp,0.00751,6.0,0.0922,-3.872,0.0,0.0521,178.3,4.0,https://api.spotify.com/v1/tracks/5zLaH3gC26RVIa38eHRoFp,audio_features,spotify:track:5zLaH3gC26RVIa38eHRoFp,0.497
2907,0.00167,https://api.spotify.com/v1/audio-analysis/7xXjg23Rux7Q0hCvsC3QmZ,0.588,171747.0,0.855,7xXjg23Rux7Q0hCvsC3QmZ,0.000509,0.0,0.198,-4.636,1.0,0.0276,111.454,4.0,https://api.spotify.com/v1/tracks/7xXjg23Rux7Q0hCvsC3QmZ,audio_features,spotify:track:7xXjg23Rux7Q0hCvsC3QmZ,0.672
2908,0.568,https://api.spotify.com/v1/audio-analysis/2HCv4072HhDaOtP3R5FnwR,0.472,200693.0,0.389,2HCv4072HhDaOtP3R5FnwR,0.0453,2.0,0.0937,-14.19,1.0,0.0608,130.771,3.0,https://api.spotify.com/v1/tracks/2HCv4072HhDaOtP3R5FnwR,audio_features,spotify:track:2HCv4072HhDaOtP3R5FnwR,0.344
2909,0.299,https://api.spotify.com/v1/audio-analysis/1nUcBUA5xahpjWjR9tAjC0,0.259,310107.0,0.413,1nUcBUA5xahpjWjR9tAjC0,0.819,3.0,0.105,-13.711,1.0,0.0344,183.976,4.0,https://api.spotify.com/v1/tracks/1nUcBUA5xahpjWjR9tAjC0,audio_features,spotify:track:1nUcBUA5xahpjWjR9tAjC0,0.0398
2910,0.00929,https://api.spotify.com/v1/audio-analysis/289DckAr2ftqFMlCHPOMbX,0.409,341307.0,0.644,289DckAr2ftqFMlCHPOMbX,0.438,6.0,0.127,-6.485,1.0,0.0508,127.991,4.0,https://api.spotify.com/v1/tracks/289DckAr2ftqFMlCHPOMbX,audio_features,spotify:track:289DckAr2ftqFMlCHPOMbX,0.0538
2911,0.000181,https://api.spotify.com/v1/audio-analysis/3YEhzC6760M0p87Pg9ntdg,0.396,291400.0,0.562,3YEhzC6760M0p87Pg9ntdg,0.933,0.0,0.302,-7.226,1.0,0.0296,108.038,4.0,https://api.spotify.com/v1/tracks/3YEhzC6760M0p87Pg9ntdg,audio_features,spotify:track:3YEhzC6760M0p87Pg9ntdg,0.133
2912,0.252,https://api.spotify.com/v1/audio-analysis/5tW1xFDBdgJMMWIl1VIp9I,0.296,273653.0,0.25,5tW1xFDBdgJMMWIl1VIp9I,0.889,1.0,0.0891,-15.88,1.0,0.03,90.024,4.0,https://api.spotify.com/v1/tracks/5tW1xFDBdgJMMWIl1VIp9I,audio_features,spotify:track:5tW1xFDBdgJMMWIl1VIp9I,0.112
2913,0.00217,https://api.spotify.com/v1/audio-analysis/3WCJz0VJTAZeyr8WvSc1LB,0.384,259320.0,0.398,3WCJz0VJTAZeyr8WvSc1LB,0.84,0.0,0.104,-8.29,1.0,0.0382,119.988,4.0,https://api.spotify.com/v1/tracks/3WCJz0VJTAZeyr8WvSc1LB,audio_features,spotify:track:3WCJz0VJTAZeyr8WvSc1LB,0.0468
2914,0.907,https://api.spotify.com/v1/audio-analysis/1XGz0WMOGGQdbp1hhPT2N5,0.22,308240.0,0.425,1XGz0WMOGGQdbp1hhPT2N5,0.934,9.0,0.0607,-11.984,0.0,0.0409,144.59,4.0,https://api.spotify.com/v1/tracks/1XGz0WMOGGQdbp1hhPT2N5,audio_features,spotify:track:1XGz0WMOGGQdbp1hhPT2N5,0.0381
2915,0.0931,https://api.spotify.com/v1/audio-analysis/3oaduXM9WgaIo8TtRMcPyk,0.198,231613.0,0.367,3oaduXM9WgaIo8TtRMcPyk,0.854,9.0,0.0923,-10.143,1.0,0.0298,79.187,4.0,https://api.spotify.com/v1/tracks/3oaduXM9WgaIo8TtRMcPyk,audio_features,spotify:track:3oaduXM9WgaIo8TtRMcPyk,0.0393
2916,0.602,https://api.spotify.com/v1/audio-analysis/7bQZGpw2d1E84sZgZxf0Cw,0.513,233480.0,0.294,7bQZGpw2d1E84sZgZxf0Cw,0.87,4.0,0.0949,-15.394,0.0,0.0274,139.998,4.0,https://api.spotify.com/v1/tracks/7bQZGpw2d1E84sZgZxf0Cw,audio_features,spotify:track:7bQZGpw2d1E84sZgZxf0Cw,0.115
2917,0.067,https://api.spotify.com/v1/audio-analysis/7cZIcSKS1CgsPwFb0wIy48,0.307,313307.0,0.5,7cZIcSKS1CgsPwFb0wIy48,0.829,3.0,0.194,-8.898,1.0,0.0355,140.028,3.0,https://api.spotify.com/v1/tracks/7cZIcSKS1CgsPwFb0wIy48,audio_features,spotify:track:7cZIcSKS1CgsPwFb0wIy48,0.0605
2918,0.622,https://api.spotify.com/v1/audio-analysis/7msvLGz7PIQT3WtmcJYhcU,0.521,358493.0,0.0689,7msvLGz7PIQT3WtmcJYhcU,0.937,5.0,0.0912,-16.477,1.0,0.0269,98.997,4.0,https://api.spotify.com/v1/tracks/7msvLGz7PIQT3WtmcJYhcU,audio_features,spotify:track:7msvLGz7PIQT3WtmcJYhcU,0.0386
2919,0.0255,https://api.spotify.com/v1/audio-analysis/0FXBAFNz8TRUKVs9OqTpQ2,0.429,192273.0,0.751,0FXBAFNz8TRUKVs9OqTpQ2,0.0177,2.0,0.14,-6.05,1.0,0.0768,146.34,4.0,https://api.spotify.com/v1/tracks/0FXBAFNz8TRUKVs9OqTpQ2,audio_features,spotify:track:0FXBAFNz8TRUKVs9OqTpQ2,0.643
2920,0.066,https://api.spotify.com/v1/audio-analysis/2Gs4pd0RejFPDoOpDzO2KR,0.521,89269.0,0.846,2Gs4pd0RejFPDoOpDzO2KR,0.0716,9.0,0.0995,-6.063,1.0,0.0591,160.682,4.0,https://api.spotify.com/v1/tracks/2Gs4pd0RejFPDoOpDzO2KR,audio_features,spotify:track:2Gs4pd0RejFPDoOpDzO2KR,0.697
2921,0.000173,https://api.spotify.com/v1/audio-analysis/4WA24ktvdhzeQrO3VMMkaL,0.269,156162.0,0.941,4WA24ktvdhzeQrO3VMMkaL,1.13e-06,2.0,0.161,-4.604,1.0,0.0578,88.85,4.0,https://api.spotify.com/v1/tracks/4WA24ktvdhzeQrO3VMMkaL,audio_features,spotify:track:4WA24ktvdhzeQrO3VMMkaL,0.664
2922,3.18e-05,https://api.spotify.com/v1/audio-analysis/7M1Wssdqgsl8CHFedtehTb,0.243,125935.0,0.88,7M1Wssdqgsl8CHFedtehTb,0.0,11.0,0.336,-4.646,0.0,0.0414,178.381,4.0,https://api.spotify.com/v1/tracks/7M1Wssdqgsl8CHFedtehTb,audio_features,spotify:track:7M1Wssdqgsl8CHFedtehTb,0.748
2923,0.0708,https://api.spotify.com/v1/audio-analysis/0lVPp8uC0wpnpX6aRbyvhl,0.342,133255.0,0.906,0lVPp8uC0wpnpX6aRbyvhl,7.05e-06,0.0,0.121,-4.311,1.0,0.0648,116.569,4.0,https://api.spotify.com/v1/tracks/0lVPp8uC0wpnpX6aRbyvhl,audio_features,spotify:track:0lVPp8uC0wpnpX6aRbyvhl,0.549
2924,0.00726,https://api.spotify.com/v1/audio-analysis/7Dn7burBYn5wAPh2GcsO0H,0.478,168511.0,0.685,7Dn7burBYn5wAPh2GcsO0H,2.1e-05,11.0,0.0714,-3.908,0.0,0.0444,129.219,4.0,https://api.spotify.com/v1/tracks/7Dn7burBYn5wAPh2GcsO0H,audio_features,spotify:track:7Dn7burBYn5wAPh2GcsO0H,0.69
2925,0.00221,https://api.spotify.com/v1/audio-analysis/45VdvreVmRgF7dvESb9CvD,0.39,114005.0,0.964,45VdvreVmRgF7dvESb9CvD,0.0,9.0,0.109,-4.815,1.0,0.0468,149.054,4.0,https://api.spotify.com/v1/tracks/45VdvreVmRgF7dvESb9CvD,audio_features,spotify:track:45VdvreVmRgF7dvESb9CvD,0.484
2926,0.0483,https://api.spotify.com/v1/audio-analysis/7LlxbX8L04liypY30aMZxG,0.639,174131.0,0.784,7LlxbX8L04liypY30aMZxG,0.0131,9.0,0.0894,-6.717,0.0,0.0499,148.845,4.0,https://api.spotify.com/v1/tracks/7LlxbX8L04liypY30aMZxG,audio_features,spotify:track:7LlxbX8L04liypY30aMZxG,0.691
2927,0.000997,https://api.spotify.com/v1/audio-analysis/0s6LhO1QGJTx5unlghqGkY,0.215,116676.0,0.901,0s6LhO1QGJTx5unlghqGkY,0.0417,9.0,0.0307,-4.706,1.0,0.0553,171.892,4.0,https://api.spotify.com/v1/tracks/0s6LhO1QGJTx5unlghqGkY,audio_features,spotify:track:0s6LhO1QGJTx5unlghqGkY,0.567
2928,0.00474,https://api.spotify.com/v1/audio-analysis/3xzS8wUYJWUPdcAoSf6Cew,0.401,139951.0,0.725,3xzS8wUYJWUPdcAoSf6Cew,0.0194,9.0,0.368,-6.163,1.0,0.0634,111.752,4.0,https://api.spotify.com/v1/tracks/3xzS8wUYJWUPdcAoSf6Cew,audio_features,spotify:track:3xzS8wUYJWUPdcAoSf6Cew,0.647
2929,0.0316,https://api.spotify.com/v1/audio-analysis/7ixUOMInx5dKTGZhdEnEAp,0.194,146224.0,0.951,7ixUOMInx5dKTGZhdEnEAp,0.492,6.0,0.174,-4.513,0.0,0.0548,170.53,4.0,https://api.spotify.com/v1/tracks/7ixUOMInx5dKTGZhdEnEAp,audio_features,spotify:track:7ixUOMInx5dKTGZhdEnEAp,0.751
2930,0.00229,https://api.spotify.com/v1/audio-analysis/6JdhLutAneIn8Xp00TQvDA,0.48,204007.0,0.855,6JdhLutAneIn8Xp00TQvDA,0.48,11.0,0.483,-6.001,0.0,0.0591,138.007,4.0,https://api.spotify.com/v1/tracks/6JdhLutAneIn8Xp00TQvDA,audio_features,spotify:track:6JdhLutAneIn8Xp00TQvDA,0.729
2931,0.158,https://api.spotify.com/v1/audio-analysis/0vj7w2ykn6IwOdNk4ggd2g,0.67,358453.0,0.628,0vj7w2ykn6IwOdNk4ggd2g,0.033,9.0,0.225,-6.141,0.0,0.0359,120.415,4.0,https://api.spotify.com/v1/tracks/0vj7w2ykn6IwOdNk4ggd2g,audio_features,spotify:track:0vj7w2ykn6IwOdNk4ggd2g,0.523
2932,0.134,https://api.spotify.com/v1/audio-analysis/11AO51800ASpJAGvmNHWfa,0.782,227120.0,0.61,11AO51800ASpJAGvmNHWfa,1.88e-05,0.0,0.1,-5.441,1.0,0.0292,119.948,4.0,https://api.spotify.com/v1/tracks/11AO51800ASpJAGvmNHWfa,audio_features,spotify:track:11AO51800ASpJAGvmNHWfa,0.855
2933,0.107,https://api.spotify.com/v1/audio-analysis/29zMt5Gfce8XVanOuvWmks,0.618,250129.0,0.76,29zMt5Gfce8XVanOuvWmks,0.0651,9.0,0.36,-6.634,1.0,0.0264,109.063,4.0,https://api.spotify.com/v1/tracks/29zMt5Gfce8XVanOuvWmks,audio_features,spotify:track:29zMt5Gfce8XVanOuvWmks,0.751
2934,0.0189,https://api.spotify.com/v1/audio-analysis/47Qz2csZ85ihW02y2zItPL,0.55,285690.0,0.826,47Qz2csZ85ihW02y2zItPL,0.000172,10.0,0.121,-5.926,0.0,0.0348,75.517,4.0,https://api.spotify.com/v1/tracks/47Qz2csZ85ihW02y2zItPL,audio_features,spotify:track:47Qz2csZ85ihW02y2zItPL,0.764
2935,0.073,https://api.spotify.com/v1/audio-analysis/2598GnSg30SHQgF84IaENj,0.476,132981.0,0.595,2598GnSg30SHQgF84IaENj,0.000129,9.0,0.143,-7.344,0.0,0.029,90.268,4.0,https://api.spotify.com/v1/tracks/2598GnSg30SHQgF84IaENj,audio_features,spotify:track:2598GnSg30SHQgF84IaENj,0.723
2936,0.728,https://api.spotify.com/v1/audio-analysis/6OCHsW7desiRWCFJFDozNQ,0.545,337027.0,0.526,6OCHsW7desiRWCFJFDozNQ,0.48,9.0,0.0936,-8.578,0.0,0.0396,147.074,3.0,https://api.spotify.com/v1/tracks/6OCHsW7desiRWCFJFDozNQ,audio_features,spotify:track:6OCHsW7desiRWCFJFDozNQ,0.965
2937,0.0421,https://api.spotify.com/v1/audio-analysis/5YjtMnSe4lhAP6Aa6kSnyH,0.637,245816.0,0.606,5YjtMnSe4lhAP6Aa6kSnyH,0.542,9.0,0.0814,-6.684,0.0,0.0413,145.477,4.0,https://api.spotify.com/v1/tracks/5YjtMnSe4lhAP6Aa6kSnyH,audio_features,spotify:track:5YjtMnSe4lhAP6Aa6kSnyH,0.678
2938,0.0147,https://api.spotify.com/v1/audio-analysis/1rUMZ0CMfgNt0GBXFnZi3S,0.701,216230.0,0.81,1rUMZ0CMfgNt0GBXFnZi3S,0.000448,2.0,0.0976,-6.04,1.0,0.0369,122.992,4.0,https://api.spotify.com/v1/tracks/1rUMZ0CMfgNt0GBXFnZi3S,audio_features,spotify:track:1rUMZ0CMfgNt0GBXFnZi3S,0.9
2939,0.104,https://api.spotify.com/v1/audio-analysis/1Zo3v8Eg1Ey8Uz6u2syxeW,0.607,244324.0,0.585,1Zo3v8Eg1Ey8Uz6u2syxeW,0.0,9.0,0.0966,-6.975,0.0,0.0297,125.233,4.0,https://api.spotify.com/v1/tracks/1Zo3v8Eg1Ey8Uz6u2syxeW,audio_features,spotify:track:1Zo3v8Eg1Ey8Uz6u2syxeW,0.868
2940,0.178,https://api.spotify.com/v1/audio-analysis/1czgPPmVxvqMvIryeDtnj7,0.562,245100.0,0.755,1czgPPmVxvqMvIryeDtnj7,0.634,6.0,0.137,-6.771,0.0,0.0295,145.057,4.0,https://api.spotify.com/v1/tracks/1czgPPmVxvqMvIryeDtnj7,audio_features,spotify:track:1czgPPmVxvqMvIryeDtnj7,0.882
2941,0.987,https://api.spotify.com/v1/audio-analysis/7pAKTbk2awS5t0nQsHxybG,0.0676,249333.0,0.63,7pAKTbk2awS5t0nQsHxybG,0.933,7.0,0.34,-14.171,1.0,0.0509,185.917,4.0,https://api.spotify.com/v1/tracks/7pAKTbk2awS5t0nQsHxybG,audio_features,spotify:track:7pAKTbk2awS5t0nQsHxybG,0.0323
2942,0.0019,https://api.spotify.com/v1/audio-analysis/5BqTLves4YLypauyAdhhUz,0.198,288093.0,0.441,5BqTLves4YLypauyAdhhUz,0.843,7.0,0.103,-10.382,1.0,0.0326,76.056,4.0,https://api.spotify.com/v1/tracks/5BqTLves4YLypauyAdhhUz,audio_features,spotify:track:5BqTLves4YLypauyAdhhUz,0.0385
2943,0.0203,https://api.spotify.com/v1/audio-analysis/2otYGhtp7GyoWvbC2zlNnf,0.227,267907.0,0.59,2otYGhtp7GyoWvbC2zlNnf,0.906,10.0,0.454,-10.747,0.0,0.0464,126.933,4.0,https://api.spotify.com/v1/tracks/2otYGhtp7GyoWvbC2zlNnf,audio_features,spotify:track:2otYGhtp7GyoWvbC2zlNnf,0.171
2944,0.565,https://api.spotify.com/v1/audio-analysis/3QGYRArt5H88uiGOHS8iwE,0.164,459200.0,0.66,3QGYRArt5H88uiGOHS8iwE,0.61,5.0,0.421,-9.375,1.0,0.114,128.084,4.0,https://api.spotify.com/v1/tracks/3QGYRArt5H88uiGOHS8iwE,audio_features,spotify:track:3QGYRArt5H88uiGOHS8iwE,0.0424
2945,0.253,https://api.spotify.com/v1/audio-analysis/772mRtlBZT6x9m4nqd6hxJ,0.129,192093.0,0.488,772mRtlBZT6x9m4nqd6hxJ,0.366,4.0,0.112,-8.926,0.0,0.0364,146.065,4.0,https://api.spotify.com/v1/tracks/772mRtlBZT6x9m4nqd6hxJ,audio_features,spotify:track:772mRtlBZT6x9m4nqd6hxJ,0.103
2946,0.406,https://api.spotify.com/v1/audio-analysis/7EMlTV84xv14EqgXXdzWli,0.069,397133.0,0.822,7EMlTV84xv14EqgXXdzWli,0.914,9.0,0.372,-5.789,0.0,0.0687,180.291,4.0,https://api.spotify.com/v1/tracks/7EMlTV84xv14EqgXXdzWli,audio_features,spotify:track:7EMlTV84xv14EqgXXdzWli,0.0526
2947,0.677,https://api.spotify.com/v1/audio-analysis/2SYvY1eA9Zg0NPckonA5IW,0.198,728533.0,0.739,2SYvY1eA9Zg0NPckonA5IW,0.925,6.0,0.0841,-10.998,1.0,0.0658,141.886,4.0,https://api.spotify.com/v1/tracks/2SYvY1eA9Zg0NPckonA5IW,audio_features,spotify:track:2SYvY1eA9Zg0NPckonA5IW,0.0365
2948,0.745,https://api.spotify.com/v1/audio-analysis/5yH9yZ31RdVpsNpL2CKYnb,0.271,253707.0,0.272,5yH9yZ31RdVpsNpL2CKYnb,0.967,7.0,0.268,-16.641,1.0,0.03,101.871,4.0,https://api.spotify.com/v1/tracks/5yH9yZ31RdVpsNpL2CKYnb,audio_features,spotify:track:5yH9yZ31RdVpsNpL2CKYnb,0.0651
2949,0.0622,https://api.spotify.com/v1/audio-analysis/2dAzuxEnwjHmYN1K5bAZDC,0.745,221213.0,0.486,2dAzuxEnwjHmYN1K5bAZDC,0.000825,7.0,0.117,-9.79,1.0,0.0553,82.505,4.0,https://api.spotify.com/v1/tracks/2dAzuxEnwjHmYN1K5bAZDC,audio_features,spotify:track:2dAzuxEnwjHmYN1K5bAZDC,0.518
2950,0.302,https://api.spotify.com/v1/audio-analysis/5fMZ4cDsfhxR7gnFdtrWCy,0.594,243120.0,0.689,5fMZ4cDsfhxR7gnFdtrWCy,0.0173,2.0,0.0869,-8.395,0.0,0.0393,138.4,4.0,https://api.spotify.com/v1/tracks/5fMZ4cDsfhxR7gnFdtrWCy,audio_features,spotify:track:5fMZ4cDsfhxR7gnFdtrWCy,0.76
2951,0.737,https://api.spotify.com/v1/audio-analysis/3Z3dOgxFctCDTfwWL71sY5,0.703,328813.0,0.451,3Z3dOgxFctCDTfwWL71sY5,0.105,10.0,0.0938,-11.492,1.0,0.047,91.251,4.0,https://api.spotify.com/v1/tracks/3Z3dOgxFctCDTfwWL71sY5,audio_features,spotify:track:3Z3dOgxFctCDTfwWL71sY5,0.627
2952,0.0595,https://api.spotify.com/v1/audio-analysis/4tgJXyvwg0NwQpXItccAEB,0.738,211027.0,0.531,4tgJXyvwg0NwQpXItccAEB,0.00236,7.0,0.0811,-9.165,1.0,0.0505,125.186,4.0,https://api.spotify.com/v1/tracks/4tgJXyvwg0NwQpXItccAEB,audio_features,spotify:track:4tgJXyvwg0NwQpXItccAEB,0.488
2953,0.96,https://api.spotify.com/v1/audio-analysis/5f2mcBxx5fyyTu1hZsRvoD,0.673,202573.0,0.136,5f2mcBxx5fyyTu1hZsRvoD,0.0213,0.0,0.111,-15.75,1.0,0.0418,125.296,4.0,https://api.spotify.com/v1/tracks/5f2mcBxx5fyyTu1hZsRvoD,audio_features,spotify:track:5f2mcBxx5fyyTu1hZsRvoD,0.524
2954,0.266,https://api.spotify.com/v1/audio-analysis/69zgVn6XO4OWlXaVobQNQt,0.413,194693.0,0.303,69zgVn6XO4OWlXaVobQNQt,0.0,4.0,0.11,-9.117,0.0,0.0381,96.49,4.0,https://api.spotify.com/v1/tracks/69zgVn6XO4OWlXaVobQNQt,audio_features,spotify:track:69zgVn6XO4OWlXaVobQNQt,0.239
