,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
4337,0.502,https://api.spotify.com/v1/audio-analysis/5WHjYBoTTSyL46mdHD6qKl,0.379,195480.0,0.488,5WHjYBoTTSyL46mdHD6qKl,0.0,4.0,0.113,-7.731,1.0,0.0291,85.078,4.0,https://api.spotify.com/v1/tracks/5WHjYBoTTSyL46mdHD6qKl,audio_features,spotify:track:5WHjYBoTTSyL46mdHD6qKl,0.359
4338,0.797,https://api.spotify.com/v1/audio-analysis/1R96qSyYuNjQHtukG4L2rJ,0.27,105920.0,0.531,1R96qSyYuNjQHtukG4L2rJ,0.118,7.0,0.0991,-9.562,1.0,0.0309,97.062,3.0,https://api.spotify.com/v1/tracks/1R96qSyYuNjQHtukG4L2rJ,audio_features,spotify:track:1R96qSyYuNjQHtukG4L2rJ,0.21
4339,0.578,https://api.spotify.com/v1/audio-analysis/4uk3RMqmmZXqua1VOGNap4,0.324,136147.0,0.534,4uk3RMqmmZXqua1VOGNap4,0.0,4.0,0.141,-7.415,0.0,0.0306,152.03,4.0,https://api.spotify.com/v1/tracks/4uk3RMqmmZXqua1VOGNap4,audio_features,spotify:track:4uk3RMqmmZXqua1VOGNap4,0.261
4340,0.601,https://api.spotify.com/v1/audio-analysis/1qCBSQMgqjuJnwoDm9KyhC,0.33,132840.0,0.4,1qCBSQMgqjuJnwoDm9KyhC,6.13e-05,4.0,0.294,-8.739,1.0,0.0328,137.116,4.0,https://api.spotify.com/v1/tracks/1qCBSQMgqjuJnwoDm9KyhC,audio_features,spotify:track:1qCBSQMgqjuJnwoDm9KyhC,0.488
4341,0.847,https://api.spotify.com/v1/audio-analysis/72opmGC2ZWkRdITg8lpjCp,0.347,179040.0,0.708,72opmGC2ZWkRdITg8lpjCp,0.000977,0.0,0.387,-7.249,1.0,0.033,92.238,4.0,https://api.spotify.com/v1/tracks/72opmGC2ZWkRdITg8lpjCp,audio_features,spotify:track:72opmGC2ZWkRdITg8lpjCp,0.331
4342,0.84,https://api.spotify.com/v1/audio-analysis/5HccYvlyuQSjwP4lXaY6hF,0.449,113600.0,0.366,5HccYvlyuQSjwP4lXaY6hF,0.0361,5.0,0.121,-10.829,1.0,0.0294,115.893,3.0,https://api.spotify.com/v1/tracks/5HccYvlyuQSjwP4lXaY6hF,audio_features,spotify:track:5HccYvlyuQSjwP4lXaY6hF,0.0657
4343,0.885,https://api.spotify.com/v1/audio-analysis/2TbhGUernQgciNnvPkZ5sI,0.229,109040.0,0.426,2TbhGUernQgciNnvPkZ5sI,0.0348,1.0,0.0799,-7.688,1.0,0.0309,147.582,4.0,https://api.spotify.com/v1/tracks/2TbhGUernQgciNnvPkZ5sI,audio_features,spotify:track:2TbhGUernQgciNnvPkZ5sI,0.284
4344,0.877,https://api.spotify.com/v1/audio-analysis/1KDcWEMooYRoZsT1ozAriK,0.318,167760.0,0.446,1KDcWEMooYRoZsT1ozAriK,0.000866,1.0,0.0926,-8.231,0.0,0.0358,186.683,4.0,https://api.spotify.com/v1/tracks/1KDcWEMooYRoZsT1ozAriK,audio_features,spotify:track:1KDcWEMooYRoZsT1ozAriK,0.217
4345,0.002,https://api.spotify.com/v1/audio-analysis/6f49kbOuQSOsStBpyGvQfA,0.45,223773.0,0.92,6f49kbOuQSOsStBpyGvQfA,0.0201,11.0,0.334,-4.982,1.0,0.0733,122.979,4.0,https://api.spotify.com/v1/tracks/6f49kbOuQSOsStBpyGvQfA,audio_features,spotify:track:6f49kbOuQSOsStBpyGvQfA,0.0773
4346,0.000315,https://api.spotify.com/v1/audio-analysis/3HWDWyIqWuLsTHECx9DvXF,0.559,229093.0,0.841,3HWDWyIqWuLsTHECx9DvXF,0.45,0.0,0.0816,-5.584,1.0,0.0334,105.009,4.0,https://api.spotify.com/v1/tracks/3HWDWyIqWuLsTHECx9DvXF,audio_features,spotify:track:3HWDWyIqWuLsTHECx9DvXF,0.15
4347,0.255,https://api.spotify.com/v1/audio-analysis/3RiPr603aXAoi4GHyXx0uy,0.49,258827.0,0.743,3RiPr603aXAoi4GHyXx0uy,7.21e-06,0.0,0.3,-5.155,0.0,0.0409,89.974,4.0,https://api.spotify.com/v1/tracks/3RiPr603aXAoi4GHyXx0uy,audio_features,spotify:track:3RiPr603aXAoi4GHyXx0uy,0.363
4348,0.456,https://api.spotify.com/v1/audio-analysis/5qfZRNjt2TkHEL12r3sDEU,0.535,282693.0,0.445,5qfZRNjt2TkHEL12r3sDEU,0.0677,4.0,0.112,-9.155,1.0,0.0292,146.099,4.0,https://api.spotify.com/v1/tracks/5qfZRNjt2TkHEL12r3sDEU,audio_features,spotify:track:5qfZRNjt2TkHEL12r3sDEU,0.136
4349,0.00205,https://api.spotify.com/v1/audio-analysis/69uxyAqqPIsUyTO8txoP2M,0.638,263787.0,0.924,69uxyAqqPIsUyTO8txoP2M,0.000173,7.0,0.149,-3.887,1.0,0.0359,111.995,4.0,https://api.spotify.com/v1/tracks/69uxyAqqPIsUyTO8txoP2M,audio_features,spotify:track:69uxyAqqPIsUyTO8txoP2M,0.529
4350,0.271,https://api.spotify.com/v1/audio-analysis/7fJFDK6XjYsXcMKNHESbot,0.484,267533.0,0.735,7fJFDK6XjYsXcMKNHESbot,7.49e-06,0.0,0.0853,-5.125,1.0,0.0354,134.028,4.0,https://api.spotify.com/v1/tracks/7fJFDK6XjYsXcMKNHESbot,audio_features,spotify:track:7fJFDK6XjYsXcMKNHESbot,0.217
4351,0.964,https://api.spotify.com/v1/audio-analysis/7IX7VAXujvcZ3e1PG7sGP7,0.288,111853.0,0.285,7IX7VAXujvcZ3e1PG7sGP7,0.898,7.0,0.406,-18.192,0.0,0.0355,127.122,4.0,https://api.spotify.com/v1/tracks/7IX7VAXujvcZ3e1PG7sGP7,audio_features,spotify:track:7IX7VAXujvcZ3e1PG7sGP7,0.148
4352,0.274,https://api.spotify.com/v1/audio-analysis/4giCxIFPZNQIP4bIZM4sqH,0.387,376827.0,0.66,4giCxIFPZNQIP4bIZM4sqH,5.97e-05,3.0,0.0861,-6.491,1.0,0.0434,146.04,4.0,https://api.spotify.com/v1/tracks/4giCxIFPZNQIP4bIZM4sqH,audio_features,spotify:track:4giCxIFPZNQIP4bIZM4sqH,0.289
4353,0.0172,https://api.spotify.com/v1/audio-analysis/3wtV2ifnHzirkAElgTGh63,0.45,271107.0,0.638,3wtV2ifnHzirkAElgTGh63,0.432,5.0,0.141,-5.795,1.0,0.0273,96.988,3.0,https://api.spotify.com/v1/tracks/3wtV2ifnHzirkAElgTGh63,audio_features,spotify:track:3wtV2ifnHzirkAElgTGh63,0.292
4354,0.852,https://api.spotify.com/v1/audio-analysis/3VqiD8Yvk6bKwqS1e64PHB,0.348,60107.0,0.166,3VqiD8Yvk6bKwqS1e64PHB,0.915,11.0,0.137,-20.349,1.0,0.0377,123.576,4.0,https://api.spotify.com/v1/tracks/3VqiD8Yvk6bKwqS1e64PHB,audio_features,spotify:track:3VqiD8Yvk6bKwqS1e64PHB,0.0336
4355,0.0485,https://api.spotify.com/v1/audio-analysis/31L9yLXSj6LpCFupyMV6CR,0.48,405320.0,0.718,31L9yLXSj6LpCFupyMV6CR,0.000343,7.0,0.102,-5.461,1.0,0.0603,163.987,4.0,https://api.spotify.com/v1/tracks/31L9yLXSj6LpCFupyMV6CR,audio_features,spotify:track:31L9yLXSj6LpCFupyMV6CR,0.252
4356,0.00859,https://api.spotify.com/v1/audio-analysis/13RCCjCojTsJYmgOWEmZjn,0.244,351000.0,0.786,13RCCjCojTsJYmgOWEmZjn,0.725,9.0,0.296,-7.602,0.0,0.0639,122.733,4.0,https://api.spotify.com/v1/tracks/13RCCjCojTsJYmgOWEmZjn,audio_features,spotify:track:13RCCjCojTsJYmgOWEmZjn,0.0873
4357,1.27e-05,https://api.spotify.com/v1/audio-analysis/6wGoMpY8YHjs4DV30fQs9n,0.418,336493.0,0.986,6wGoMpY8YHjs4DV30fQs9n,0.864,2.0,0.127,-6.18,1.0,0.16,124.196,4.0,https://api.spotify.com/v1/tracks/6wGoMpY8YHjs4DV30fQs9n,audio_features,spotify:track:6wGoMpY8YHjs4DV30fQs9n,0.117
4358,0.00269,https://api.spotify.com/v1/audio-analysis/1wsk1rve2o6MdWf6ZGdHf5,0.442,346200.0,0.649,1wsk1rve2o6MdWf6ZGdHf5,0.477,7.0,0.143,-8.772,1.0,0.0359,108.159,4.0,https://api.spotify.com/v1/tracks/1wsk1rve2o6MdWf6ZGdHf5,audio_features,spotify:track:1wsk1rve2o6MdWf6ZGdHf5,0.143
4359,0.105,https://api.spotify.com/v1/audio-analysis/0kbUZ1HXc7H9GU8bTRMqQu,0.171,298907.0,0.339,0kbUZ1HXc7H9GU8bTRMqQu,0.000421,4.0,0.117,-16.642,0.0,0.032,180.788,4.0,https://api.spotify.com/v1/tracks/0kbUZ1HXc7H9GU8bTRMqQu,audio_features,spotify:track:0kbUZ1HXc7H9GU8bTRMqQu,0.13
4360,0.000126,https://api.spotify.com/v1/audio-analysis/3Vt8m8f1ixiEIbUaOdnN7z,0.158,359040.0,0.677,3Vt8m8f1ixiEIbUaOdnN7z,0.807,0.0,0.371,-8.917,1.0,0.0445,135.233,3.0,https://api.spotify.com/v1/tracks/3Vt8m8f1ixiEIbUaOdnN7z,audio_features,spotify:track:3Vt8m8f1ixiEIbUaOdnN7z,0.0953
4361,0.00359,https://api.spotify.com/v1/audio-analysis/1wKpE7U4wGJvqWVyxMLkGg,0.306,366707.0,0.663,1wKpE7U4wGJvqWVyxMLkGg,0.45,0.0,0.192,-7.799,1.0,0.0275,105.054,3.0,https://api.spotify.com/v1/tracks/1wKpE7U4wGJvqWVyxMLkGg,audio_features,spotify:track:1wKpE7U4wGJvqWVyxMLkGg,0.126
4362,0.695,https://api.spotify.com/v1/audio-analysis/3N8jp1FpY3brpYPwzRYvf8,0.499,380000.0,0.304,3N8jp1FpY3brpYPwzRYvf8,0.0453,10.0,0.0825,-11.831,1.0,0.0298,80.925,3.0,https://api.spotify.com/v1/tracks/3N8jp1FpY3brpYPwzRYvf8,audio_features,spotify:track:3N8jp1FpY3brpYPwzRYvf8,0.136
4363,0.00169,https://api.spotify.com/v1/audio-analysis/27x5IcFrVJvG76wKM7VFpm,0.474,303000.0,0.859,27x5IcFrVJvG76wKM7VFpm,0.775,0.0,0.429,-7.178,1.0,0.0373,122.022,4.0,https://api.spotify.com/v1/tracks/27x5IcFrVJvG76wKM7VFpm,audio_features,spotify:track:27x5IcFrVJvG76wKM7VFpm,0.302
4364,0.0195,https://api.spotify.com/v1/audio-analysis/2DxlGJqkymlyaz6R5wSC4y,0.255,403400.0,0.576,2DxlGJqkymlyaz6R5wSC4y,0.148,4.0,0.165,-9.17,0.0,0.0347,126.44,4.0,https://api.spotify.com/v1/tracks/2DxlGJqkymlyaz6R5wSC4y,audio_features,spotify:track:2DxlGJqkymlyaz6R5wSC4y,0.13
4365,0.0281,https://api.spotify.com/v1/audio-analysis/4dSYmYueOUC3PMZI69xpYn,0.488,271133.0,0.7,4dSYmYueOUC3PMZI69xpYn,0.286,5.0,0.29,-9.545,1.0,0.032,127.002,4.0,https://api.spotify.com/v1/tracks/4dSYmYueOUC3PMZI69xpYn,audio_features,spotify:track:4dSYmYueOUC3PMZI69xpYn,0.122
4366,0.518,https://api.spotify.com/v1/audio-analysis/39bCF87XoowHEc1TM81RP7,0.468,271267.0,0.417,39bCF87XoowHEc1TM81RP7,0.00016,2.0,0.124,-13.361,0.0,0.0304,110.785,4.0,https://api.spotify.com/v1/tracks/39bCF87XoowHEc1TM81RP7,audio_features,spotify:track:39bCF87XoowHEc1TM81RP7,0.3
4367,0.00101,https://api.spotify.com/v1/audio-analysis/5TTFDiuUwI1KUxgsjJ3wTb,0.464,360147.0,0.799,5TTFDiuUwI1KUxgsjJ3wTb,0.867,7.0,0.377,-7.647,1.0,0.038,119.018,4.0,https://api.spotify.com/v1/tracks/5TTFDiuUwI1KUxgsjJ3wTb,audio_features,spotify:track:5TTFDiuUwI1KUxgsjJ3wTb,0.343
4368,9.9e-05,https://api.spotify.com/v1/audio-analysis/6LRrveauoyS9Jf6sgRApOY,0.352,302240.0,0.448,6LRrveauoyS9Jf6sgRApOY,0.169,2.0,0.0911,-12.813,1.0,0.0331,147.426,3.0,https://api.spotify.com/v1/tracks/6LRrveauoyS9Jf6sgRApOY,audio_features,spotify:track:6LRrveauoyS9Jf6sgRApOY,0.166
4369,0.00171,https://api.spotify.com/v1/audio-analysis/31Tcc6jCba7ed8Z8YK9juV,0.275,196286.0,0.567,31Tcc6jCba7ed8Z8YK9juV,0.22,4.0,0.133,-5.692,1.0,0.0374,82.001,4.0,https://api.spotify.com/v1/tracks/31Tcc6jCba7ed8Z8YK9juV,audio_features,spotify:track:31Tcc6jCba7ed8Z8YK9juV,0.542
4370,0.0027,https://api.spotify.com/v1/audio-analysis/69XHHSqv6aZp1js1NPC2A3,0.313,165202.0,0.833,69XHHSqv6aZp1js1NPC2A3,0.919,4.0,0.128,-5.938,1.0,0.0411,89.3,4.0,https://api.spotify.com/v1/tracks/69XHHSqv6aZp1js1NPC2A3,audio_features,spotify:track:69XHHSqv6aZp1js1NPC2A3,0.534
4371,0.0243,https://api.spotify.com/v1/audio-analysis/6kilGxEfP0Y3z2bSbeGyZ0,0.364,201781.0,0.512,6kilGxEfP0Y3z2bSbeGyZ0,0.219,9.0,0.12,-6.242,1.0,0.038,141.47,4.0,https://api.spotify.com/v1/tracks/6kilGxEfP0Y3z2bSbeGyZ0,audio_features,spotify:track:6kilGxEfP0Y3z2bSbeGyZ0,0.857
4372,0.000154,https://api.spotify.com/v1/audio-analysis/1YlE5dmsOKo7f4qK5AplGX,0.293,148072.0,0.876,1YlE5dmsOKo7f4qK5AplGX,0.00227,9.0,0.084,-6.436,1.0,0.0492,81.732,4.0,https://api.spotify.com/v1/tracks/1YlE5dmsOKo7f4qK5AplGX,audio_features,spotify:track:1YlE5dmsOKo7f4qK5AplGX,0.539
4373,0.0091,https://api.spotify.com/v1/audio-analysis/2IFfMAJeVtPjvFrkgfV3el,0.168,218641.0,0.995,2IFfMAJeVtPjvFrkgfV3el,0.000219,9.0,0.114,-3.614,1.0,0.182,162.61,4.0,https://api.spotify.com/v1/tracks/2IFfMAJeVtPjvFrkgfV3el,audio_features,spotify:track:2IFfMAJeVtPjvFrkgfV3el,0.0572
4374,0.022,https://api.spotify.com/v1/audio-analysis/3aLVNUO5nZ8K7Ch7q1Xhz8,0.279,190928.0,0.46,3aLVNUO5nZ8K7Ch7q1Xhz8,0.637,6.0,0.143,-8.291,1.0,0.03,138.96,4.0,https://api.spotify.com/v1/tracks/3aLVNUO5nZ8K7Ch7q1Xhz8,audio_features,spotify:track:3aLVNUO5nZ8K7Ch7q1Xhz8,0.291
4375,0.00308,https://api.spotify.com/v1/audio-analysis/18bt50RKlCfQS0DYKI3LMY,0.216,378450.0,0.557,18bt50RKlCfQS0DYKI3LMY,0.815,2.0,0.181,-7.784,1.0,0.0399,109.037,4.0,https://api.spotify.com/v1/tracks/18bt50RKlCfQS0DYKI3LMY,audio_features,spotify:track:18bt50RKlCfQS0DYKI3LMY,0.232
4376,0.14,https://api.spotify.com/v1/audio-analysis/4aNsBCYRKuqlfVfgYlgRFc,0.352,169275.0,0.435,4aNsBCYRKuqlfVfgYlgRFc,0.0,0.0,0.158,-6.388,1.0,0.0308,130.362,4.0,https://api.spotify.com/v1/tracks/4aNsBCYRKuqlfVfgYlgRFc,audio_features,spotify:track:4aNsBCYRKuqlfVfgYlgRFc,0.563
4377,0.278,https://api.spotify.com/v1/audio-analysis/0B5zFnHBDjVkOhzdeHOV2e,0.666,212885.0,0.599,0B5zFnHBDjVkOhzdeHOV2e,0.474,8.0,0.0734,-6.845,1.0,0.0315,116.484,4.0,https://api.spotify.com/v1/tracks/0B5zFnHBDjVkOhzdeHOV2e,audio_features,spotify:track:0B5zFnHBDjVkOhzdeHOV2e,0.364
4378,0.000457,https://api.spotify.com/v1/audio-analysis/7bdUH0npz854dv3plG8ieT,0.235,221667.0,0.869,7bdUH0npz854dv3plG8ieT,0.000987,4.0,0.459,-4.284,1.0,0.0609,146.654,4.0,https://api.spotify.com/v1/tracks/7bdUH0npz854dv3plG8ieT,audio_features,spotify:track:7bdUH0npz854dv3plG8ieT,0.513
4379,2.88e-05,https://api.spotify.com/v1/audio-analysis/1T8ZHOyYzHFd0t4LvdIHfz,0.421,131333.0,0.994,1T8ZHOyYzHFd0t4LvdIHfz,0.341,1.0,0.346,-3.707,0.0,0.0664,105.628,3.0,https://api.spotify.com/v1/tracks/1T8ZHOyYzHFd0t4LvdIHfz,audio_features,spotify:track:1T8ZHOyYzHFd0t4LvdIHfz,0.353
4380,0.000559,https://api.spotify.com/v1/audio-analysis/5wLiev106dJ4rdPfKt3ibp,0.285,191227.0,0.921,5wLiev106dJ4rdPfKt3ibp,2.11e-05,7.0,0.0905,-2.233,1.0,0.0653,122.212,4.0,https://api.spotify.com/v1/tracks/5wLiev106dJ4rdPfKt3ibp,audio_features,spotify:track:5wLiev106dJ4rdPfKt3ibp,0.321
4381,0.0048,https://api.spotify.com/v1/audio-analysis/1WcJ8s2xDYguT7TOpgHnmH,0.279,251387.0,0.537,1WcJ8s2xDYguT7TOpgHnmH,0.00521,5.0,0.082,-8.119,1.0,0.0324,143.941,4.0,https://api.spotify.com/v1/tracks/1WcJ8s2xDYguT7TOpgHnmH,audio_features,spotify:track:1WcJ8s2xDYguT7TOpgHnmH,0.159
4382,0.00186,https://api.spotify.com/v1/audio-analysis/5wFajLDxgaUNFl0AdNKj0Y,0.139,285200.0,0.958,5wFajLDxgaUNFl0AdNKj0Y,0.00623,7.0,0.307,-4.012,0.0,0.0924,178.034,4.0,https://api.spotify.com/v1/tracks/5wFajLDxgaUNFl0AdNKj0Y,audio_features,spotify:track:5wFajLDxgaUNFl0AdNKj0Y,0.31
4383,0.119,https://api.spotify.com/v1/audio-analysis/3MMS3fabXEC2X9Be2IvPTc,0.705,167120.0,0.937,3MMS3fabXEC2X9Be2IvPTc,0.00603,6.0,0.0995,-4.957,1.0,0.0355,119.302,4.0,https://api.spotify.com/v1/tracks/3MMS3fabXEC2X9Be2IvPTc,audio_features,spotify:track:3MMS3fabXEC2X9Be2IvPTc,0.952
4384,0.629,https://api.spotify.com/v1/audio-analysis/7ee7FSCKtKcm4jdiOcJ2Cp,0.721,160453.0,0.912,7ee7FSCKtKcm4jdiOcJ2Cp,0.0,4.0,0.0915,-5.941,1.0,0.0339,136.446,4.0,https://api.spotify.com/v1/tracks/7ee7FSCKtKcm4jdiOcJ2Cp,audio_features,spotify:track:7ee7FSCKtKcm4jdiOcJ2Cp,0.631
4385,0.57,https://api.spotify.com/v1/audio-analysis/4TgnU7u29AAtqh81xSmyIv,0.584,109369.0,0.977,4TgnU7u29AAtqh81xSmyIv,0.000214,4.0,0.297,-6.755,1.0,0.174,146.995,4.0,https://api.spotify.com/v1/tracks/4TgnU7u29AAtqh81xSmyIv,audio_features,spotify:track:4TgnU7u29AAtqh81xSmyIv,0.44
4386,0.181,https://api.spotify.com/v1/audio-analysis/2SxuwGEObCF2sqMnZOFV7M,0.524,120044.0,0.947,2SxuwGEObCF2sqMnZOFV7M,0.144,4.0,0.268,-5.728,1.0,0.042,69.937,4.0,https://api.spotify.com/v1/tracks/2SxuwGEObCF2sqMnZOFV7M,audio_features,spotify:track:2SxuwGEObCF2sqMnZOFV7M,0.7
4387,0.779,https://api.spotify.com/v1/audio-analysis/3tzHAFKmvrfBWKjoOVv2Ds,0.501,172758.0,0.954,3tzHAFKmvrfBWKjoOVv2Ds,0.0195,2.0,0.0931,-4.935,1.0,0.0918,152.104,4.0,https://api.spotify.com/v1/tracks/3tzHAFKmvrfBWKjoOVv2Ds,audio_features,spotify:track:3tzHAFKmvrfBWKjoOVv2Ds,0.605
4388,0.325,https://api.spotify.com/v1/audio-analysis/4RQWB6uTE0SLQtAtZ4TMWT,0.413,184508.0,0.959,4RQWB6uTE0SLQtAtZ4TMWT,0.00198,2.0,0.134,-6.66,1.0,0.0794,132.151,4.0,https://api.spotify.com/v1/tracks/4RQWB6uTE0SLQtAtZ4TMWT,audio_features,spotify:track:4RQWB6uTE0SLQtAtZ4TMWT,0.444
4389,0.382,https://api.spotify.com/v1/audio-analysis/4leJfAD5CZ4LIdNsxm9HVC,0.581,139946.0,0.962,4leJfAD5CZ4LIdNsxm9HVC,0.000191,2.0,0.386,-5.223,1.0,0.052,148.966,4.0,https://api.spotify.com/v1/tracks/4leJfAD5CZ4LIdNsxm9HVC,audio_features,spotify:track:4leJfAD5CZ4LIdNsxm9HVC,0.889
4390,0.355,https://api.spotify.com/v1/audio-analysis/6ledc74X3iC5g73jg5C4U5,0.446,182006.0,0.626,6ledc74X3iC5g73jg5C4U5,0.0,9.0,0.114,-8.543,1.0,0.0275,139.77,4.0,https://api.spotify.com/v1/tracks/6ledc74X3iC5g73jg5C4U5,audio_features,spotify:track:6ledc74X3iC5g73jg5C4U5,0.656
4391,0.384,https://api.spotify.com/v1/audio-analysis/5bQD102fbBDSrFDVjnpL1L,0.568,213711.0,0.961,5bQD102fbBDSrFDVjnpL1L,0.0,3.0,0.132,-6.116,1.0,0.0435,140.145,4.0,https://api.spotify.com/v1/tracks/5bQD102fbBDSrFDVjnpL1L,audio_features,spotify:track:5bQD102fbBDSrFDVjnpL1L,0.742
4392,0.167,https://api.spotify.com/v1/audio-analysis/5tgx53hPxwwaNLOJAwFMPC,0.42,176121.0,0.936,5tgx53hPxwwaNLOJAwFMPC,0.894,8.0,0.0756,-7.077,1.0,0.0459,114.748,4.0,https://api.spotify.com/v1/tracks/5tgx53hPxwwaNLOJAwFMPC,audio_features,spotify:track:5tgx53hPxwwaNLOJAwFMPC,0.734
4393,0.0035,https://api.spotify.com/v1/audio-analysis/6YkpWQP0icR2jBWM5uZxxM,0.457,148471.0,0.875,6YkpWQP0icR2jBWM5uZxxM,0.48,2.0,0.281,-7.246,1.0,0.0484,124.222,4.0,https://api.spotify.com/v1/tracks/6YkpWQP0icR2jBWM5uZxxM,audio_features,spotify:track:6YkpWQP0icR2jBWM5uZxxM,0.658
4394,0.291,https://api.spotify.com/v1/audio-analysis/1lrrfiz0bNappS0a6GRxPw,0.379,151510.0,0.94,1lrrfiz0bNappS0a6GRxPw,0.621,4.0,0.16,-4.18,1.0,0.063,142.895,4.0,https://api.spotify.com/v1/tracks/1lrrfiz0bNappS0a6GRxPw,audio_features,spotify:track:1lrrfiz0bNappS0a6GRxPw,0.448
4395,0.149,https://api.spotify.com/v1/audio-analysis/7jVoQnwecGKCYOTykBHxjm,0.391,207523.0,0.807,7jVoQnwecGKCYOTykBHxjm,0.000104,10.0,0.0822,-8.605,0.0,0.0771,119.438,4.0,https://api.spotify.com/v1/tracks/7jVoQnwecGKCYOTykBHxjm,audio_features,spotify:track:7jVoQnwecGKCYOTykBHxjm,0.579
4396,0.0762,https://api.spotify.com/v1/audio-analysis/1jWp8sNdW99cB3wqINGl1h,0.6,171490.0,0.797,1jWp8sNdW99cB3wqINGl1h,0.00444,0.0,0.158,-10.873,1.0,0.0373,124.65,4.0,https://api.spotify.com/v1/tracks/1jWp8sNdW99cB3wqINGl1h,audio_features,spotify:track:1jWp8sNdW99cB3wqINGl1h,0.793
4397,0.74,https://api.spotify.com/v1/audio-analysis/24Ppp6xBWEvZwnqxN5hR2f,0.701,126935.0,0.701,24Ppp6xBWEvZwnqxN5hR2f,0.00855,11.0,0.0801,-8.794,0.0,0.0431,126.389,4.0,https://api.spotify.com/v1/tracks/24Ppp6xBWEvZwnqxN5hR2f,audio_features,spotify:track:24Ppp6xBWEvZwnqxN5hR2f,0.924
4398,0.334,https://api.spotify.com/v1/audio-analysis/6qlMbNrbEgXVtIzMxmXdXL,0.468,225461.0,0.787,6qlMbNrbEgXVtIzMxmXdXL,0.816,7.0,0.233,-9.042,1.0,0.0403,122.738,4.0,https://api.spotify.com/v1/tracks/6qlMbNrbEgXVtIzMxmXdXL,audio_features,spotify:track:6qlMbNrbEgXVtIzMxmXdXL,0.626
4399,0.546,https://api.spotify.com/v1/audio-analysis/26gYe8fQ43NXBTdwzDyBnl,0.436,139376.0,0.753,26gYe8fQ43NXBTdwzDyBnl,0.00244,1.0,0.124,-9.038,0.0,0.0402,153.9,4.0,https://api.spotify.com/v1/tracks/26gYe8fQ43NXBTdwzDyBnl,audio_features,spotify:track:26gYe8fQ43NXBTdwzDyBnl,0.809
4400,0.273,https://api.spotify.com/v1/audio-analysis/66MSRtPEVfy1AOKm8LXDTL,0.579,184957.0,0.979,66MSRtPEVfy1AOKm8LXDTL,0.482,11.0,0.346,-7.603,0.0,0.0477,122.978,4.0,https://api.spotify.com/v1/tracks/66MSRtPEVfy1AOKm8LXDTL,audio_features,spotify:track:66MSRtPEVfy1AOKm8LXDTL,0.435
4401,0.197,https://api.spotify.com/v1/audio-analysis/2gV9zfjlTm9rErzRbw2fxS,0.503,410665.0,0.871,2gV9zfjlTm9rErzRbw2fxS,0.647,2.0,0.223,-6.295,1.0,0.0285,100.729,4.0,https://api.spotify.com/v1/tracks/2gV9zfjlTm9rErzRbw2fxS,audio_features,spotify:track:2gV9zfjlTm9rErzRbw2fxS,0.689
4402,0.911,https://api.spotify.com/v1/audio-analysis/3k8McpDUXUV3cPBfhlp9EB,0.39,565407.0,0.811,3k8McpDUXUV3cPBfhlp9EB,0.828,7.0,0.174,-6.326,1.0,0.0362,116.075,4.0,https://api.spotify.com/v1/tracks/3k8McpDUXUV3cPBfhlp9EB,audio_features,spotify:track:3k8McpDUXUV3cPBfhlp9EB,0.422
4403,0.0011,https://api.spotify.com/v1/audio-analysis/2QI7IZthsAfj6ORYBbno7E,0.405,274075.0,0.943,2QI7IZthsAfj6ORYBbno7E,0.259,11.0,0.272,-6.618,0.0,0.0435,154.383,4.0,https://api.spotify.com/v1/tracks/2QI7IZthsAfj6ORYBbno7E,audio_features,spotify:track:2QI7IZthsAfj6ORYBbno7E,0.78
4404,0.186,https://api.spotify.com/v1/audio-analysis/2RMAbzkHF0qwJ7OzdDTwLn,0.466,200681.0,0.897,2RMAbzkHF0qwJ7OzdDTwLn,0.0227,7.0,0.426,-6.415,1.0,0.0545,131.505,4.0,https://api.spotify.com/v1/tracks/2RMAbzkHF0qwJ7OzdDTwLn,audio_features,spotify:track:2RMAbzkHF0qwJ7OzdDTwLn,0.838
4405,0.561,https://api.spotify.com/v1/audio-analysis/3Cp81raq0It0yxzOJgQVFM,0.438,191282.0,0.79,3Cp81raq0It0yxzOJgQVFM,0.0121,7.0,0.194,-7.539,1.0,0.04,126.805,4.0,https://api.spotify.com/v1/tracks/3Cp81raq0It0yxzOJgQVFM,audio_features,spotify:track:3Cp81raq0It0yxzOJgQVFM,0.913
4406,0.419,https://api.spotify.com/v1/audio-analysis/5preMDMh0oulNf3NyOMN50,0.337,217333.0,0.313,5preMDMh0oulNf3NyOMN50,0.0351,11.0,0.21,-10.565,1.0,0.0343,129.109,3.0,https://api.spotify.com/v1/tracks/5preMDMh0oulNf3NyOMN50,audio_features,spotify:track:5preMDMh0oulNf3NyOMN50,0.32
4407,0.00163,https://api.spotify.com/v1/audio-analysis/7jUcm67t61jqDLApNJGz21,0.262,207360.0,0.668,7jUcm67t61jqDLApNJGz21,0.803,9.0,0.261,-10.86,1.0,0.0389,126.733,4.0,https://api.spotify.com/v1/tracks/7jUcm67t61jqDLApNJGz21,audio_features,spotify:track:7jUcm67t61jqDLApNJGz21,0.0647
